title,Average rating
Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),3.857142857142857
"Road, The (2009)",3.857142857142857
"Bourne Supremacy, The (2004)",3.857142857142857
Fracture (2007),3.857142857142857
"Dark Knight Rises, The (2012)",3.8555555555555556
Dances with Wolves (1990),3.855
"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",3.8548387096774195
"Player, The (1992)",3.8529411764705883
Ben-Hur (1959),3.8529411764705883
"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",3.8529411764705883
Batman Begins (2005),3.8524590163934427
Harry Potter and the Deathly Hallows: Part 2 (2011),3.8518518518518516
Romeo and Juliet (1968),3.85
Real Genius (1985),3.85
Blood Simple (1984),3.85
"Natural, The (1984)",3.8461538461538463
Apollo 13 (1995),3.8461538461538463
Kill Bill: Vol. 2 (2004),3.8455882352941178
Dogma (1999),3.8452380952380953
Gattaca (1997),3.8444444444444446
"Grand Day Out with Wallace and Gromit, A (1989)",3.84375
October Sky (1999),3.84375
Stripes (1981),3.84375
Ocean's Eleven (2001),3.842857142857143
Billy Elliot (2000),3.8421052631578947
"South Park: Bigger, Longer and Uncut (1999)",3.841463414634146
Blue Velvet (1986),3.840909090909091
Planet of the Apes (1968),3.8392857142857144
"Jungle Book, The (1967)",3.838709677419355
Hearts of Darkness: A Filmmakers Apocalypse (1991),3.8333333333333335
Serpico (1973),3.8333333333333335
Bad Moms (2016),3.8333333333333335
Win Win (2011),3.8333333333333335
Tangled Ever After (2012),3.8333333333333335
Frailty (2001),3.8333333333333335
"Girl Who Leapt Through Time, The (Toki o kakeru shôjo) (2006)",3.8333333333333335
How to Train Your Dragon (2010),3.8333333333333335
Brick (2005),3.8333333333333335
Just Cause (1995),3.8333333333333335
Annihilation (2018),3.8333333333333335
True Grit (2010),3.8333333333333335
Louis C.K.: Oh My God (2013),3.8333333333333335
Talk to Her (Hable con Ella) (2002),3.8333333333333335
"Thin Man, The (1934)",3.8333333333333335
Children of a Lesser God (1986),3.8333333333333335
Prizzi's Honor (1985),3.8333333333333335
The Count of Monte Cristo (2002),3.8333333333333335
Ride with the Devil (1999),3.8333333333333335
In the Company of Men (1997),3.8333333333333335
Appleseed (Appurushîdo) (2004),3.8333333333333335
The Lego Batman Movie (2017),3.8333333333333335
I Am Sam (2001),3.8333333333333335
Horrible Bosses 2 (2014),3.8333333333333335
Kiss of the Spider Woman (1985),3.8333333333333335
"Man Who Knew Too Much, The (1956)",3.8333333333333335
"Bridge Too Far, A (1977)",3.8333333333333335
"Mosquito Coast, The (1986)",3.8333333333333335
Steve Jobs (2015),3.8333333333333335
Fantasia 2000 (1999),3.8333333333333335
Raising Arizona (1987),3.8333333333333335
Joyeux Noël (Merry Christmas) (2005),3.8333333333333335
Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),3.8333333333333335
Richard III (1995),3.8333333333333335
Bridesmaids (2011),3.8333333333333335
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",3.8333333333333335
"Brotherhood of the Wolf (Pacte des loups, Le) (2001)",3.8333333333333335
Waking Ned Devine (a.k.a. Waking Ned) (1998),3.8333333333333335
Playing by Heart (1998),3.8333333333333335
Turner & Hooch (1989),3.8333333333333335
"Dreamers, The (2003)",3.8333333333333335
The Magnificent Seven (2016),3.8333333333333335
"Pledge, The (2001)",3.8333333333333335
Vantage Point (2008),3.8333333333333335
Enron: The Smartest Guys in the Room (2005),3.8333333333333335
Altered States (1980),3.8333333333333335
"Single Man, A (2009)",3.8333333333333335
"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)",3.8333333333333335
Them! (1954),3.8333333333333335
Tigerland (2000),3.8333333333333335
Zero Dark Thirty (2012),3.8333333333333335
Side Effects (2013),3.8333333333333335
Get Him to the Greek (2010),3.8333333333333335
Manon of the Spring (Manon des sources) (1986),3.8333333333333335
What's Eating Gilbert Grape (1993),3.8255813953488373
American Graffiti (1973),3.825
"Thing, The (1982)",3.825
"French Connection, The (1971)",3.825
"Untouchables, The (1987)",3.823529411764706
Akira (1988),3.823529411764706
Sling Blade (1996),3.8225806451612905
Best in Show (2000),3.8225806451612905
Spider-Man 2 (2004),3.8222222222222224
"Simple Plan, A (1998)",3.8214285714285716
"Sword in the Stone, The (1963)",3.8214285714285716
"Big Chill, The (1983)",3.8214285714285716
Munich (2005),3.8214285714285716
Night of the Living Dead (1968),3.8181818181818183
"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",3.8181818181818183
American Sniper (2014),3.8181818181818183
Amistad (1997),3.8181818181818183
Primer (2004),3.8181818181818183
Almost Famous (2000),3.8181818181818183
Mission: Impossible - Ghost Protocol (2011),3.8181818181818183
Toy Story 2 (1999),3.8173076923076925
Ed Wood (1994),3.817073170731707
Goldfinger (1964),3.816666666666667
Donnie Brasco (1997),3.816666666666667
Ex Machina (2015),3.8157894736842106
Contagion (2011),3.8125
Charade (1963),3.8125
Pacific Rim (2013),3.8125
Beauty of the Day (Belle de jour) (1967),3.8125
"Imaginarium of Doctor Parnassus, The (2009)",3.8125
"Room with a View, A (1986)",3.8125
Dead Again (1991),3.8125
Shrek (2001),3.811224489795918
Say Anything... (1989),3.8095238095238093
King Kong (1933),3.8076923076923075
Shallow Grave (1994),3.8076923076923075
Planet Terror (2007),3.8076923076923075
Excalibur (1981),3.8076923076923075
"Name of the Rose, The (Name der Rose, Der) (1986)",3.8076923076923075
West Side Story (1961),3.8055555555555554
Frozen (2013),3.8055555555555554
"Deer Hunter, The (1978)",3.8043478260869565
Harry Potter and the Half-Blood Prince (2009),3.803030303030303
Monty Python's Life of Brian (1979),3.8020833333333335
Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),3.8015873015873014
2001: A Space Odyssey (1968),3.801470588235294
They Live (1988),3.8
Big Trouble in Little China (1986),3.8
Romper Stomper (1992),3.8
House (1986),3.8
Witness (1985),3.8
Stalag 17 (1953),3.8
Tucker & Dale vs Evil (2010),3.8
"Slums of Beverly Hills, The (1998)",3.8
Some Like It Hot (1959),3.8
Catch-22 (1970),3.8
Angels and Insects (1995),3.8
"400 Blows, The (Les quatre cents coups) (1959)",3.8
Victor/Victoria (1982),3.8
La La Land (2016),3.8
Three Colors: Blue (Trois couleurs: Bleu) (1993),3.8
Star Trek II: The Wrath of Khan (1982),3.796875
Superman (1978),3.7962962962962963
American Gangster (2007),3.7962962962962963
Lucky Number Slevin (2006),3.7954545454545454
Rain Man (1988),3.793103448275862
Capote (2005),3.7916666666666665
"I, Robot (2004)",3.7916666666666665
My Neighbor Totoro (Tonari no Totoro) (1988),3.789473684210526
Moon (2009),3.789473684210526
My Fair Lady (1964),3.789473684210526
Trading Places (1983),3.789473684210526
Ratatouille (2007),3.7888888888888888
Three Kings (1999),3.7884615384615383
Escape from Alcatraz (1979),3.7857142857142856
Zootopia (2016),3.7857142857142856
Kids (1995),3.7857142857142856
Gravity (2013),3.7857142857142856
Ninja Scroll (Jûbei ninpûchô) (1995),3.7857142857142856
Walk the Line (2005),3.7857142857142856
Far from Heaven (2002),3.7857142857142856
Airplane II: The Sequel (1982),3.7857142857142856
Out of Africa (1985),3.7857142857142856
Body of Lies (2008),3.7857142857142856
Ever After: A Cinderella Story (1998),3.7857142857142856
"Muppet Christmas Carol, The (1992)",3.7857142857142856
Mississippi Burning (1988),3.7857142857142856
"Truman Show, The (1998)",3.7837837837837838
Sideways (2004),3.782608695652174
Labyrinth (1986),3.782608695652174
Do the Right Thing (1989),3.78125
"Bourne Identity, The (2002)",3.7803030303030303
"Man Who Wasn't There, The (2001)",3.7777777777777777
Donnie Darko (2001),3.7777777777777777
"Cider House Rules, The (1999)",3.7777777777777777
10 Cloverfield Lane (2016),3.7777777777777777
How to Train Your Dragon 2 (2014),3.7777777777777777
"Exorcist, The (1973)",3.775
Aladdin (1992),3.7745098039215685
Mary Poppins (1964),3.7738095238095237
Airplane! (1980),3.7735849056603774
Despicable Me (2010),3.772727272727273
Now You See Me (2013),3.772727272727273
"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",3.772727272727273
Boiler Room (2000),3.772727272727273
Midnight Cowboy (1969),3.772727272727273
"Good Night, and Good Luck. (2005)",3.772727272727273
Awakenings (1990),3.772727272727273
Dawn of the Dead (1978),3.772727272727273
Deadpool (2016),3.7714285714285714
"Last of the Mohicans, The (1992)",3.7708333333333335
"Few Good Men, A (1992)",3.77027027027027
Friday (1995),3.769230769230769
Harry Potter and the Goblet of Fire (2005),3.769230769230769
E.T. the Extra-Terrestrial (1982),3.7686567164179103
Star Trek: First Contact (1996),3.7685185185185186
"Virgin Suicides, The (1999)",3.7666666666666666
Requiem for a Dream (2000),3.7666666666666666
Magnolia (1999),3.765625
"Day the Earth Stood Still, The (1951)",3.764705882352941
"Insider, The (1999)",3.764705882352941
Punch-Drunk Love (2002),3.763157894736842
The Lego Movie (2014),3.763157894736842
True Romance (1993),3.7625
Gone Girl (2014),3.760869565217391
"Simpsons Movie, The (2007)",3.759259259259259
Training Day (2001),3.7586206896551726
"Sixth Sense, The (1999)",3.7577319587628866
Bridget Jones's Diary (2001),3.7567567567567566
Beauty and the Beast (1991),3.7560975609756095
"Bourne Ultimatum, The (2007)",3.7549019607843137
One False Move (1992),3.75
Ice Princess (2005),3.75
Children of Dune (2003),3.75
The Cobbler (2015),3.75
Wild Strawberries (Smultronstället) (1957),3.75
Shopgirl (2005),3.75
Diva (1981),3.75
"Other Boleyn Girl, The (2008)",3.75
One Man Band (2005),3.75
District 13 (Banlieue 13) (2004),3.75
Iron Sky (2012),3.75
"Orphanage, The (Orfanato, El) (2007)",3.75
Swimming Pool (2003),3.75
Penelope (2006),3.75
Let the Right One In (Låt den rätte komma in) (2008),3.75
Jack Whitehall: At Large (2017),3.75
Charlotte Gray (2001),3.75
Mon Oncle (My Uncle) (1958),3.75
"Century of the Self, The (2002)",3.75
Lean on Me (1989),3.75
Brothers (2009),3.75
Diamonds Are Forever (1971),3.75
"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972)",3.75
Splice (2009),3.75
Pride and Prejudice (1995),3.75
Videodrome (1983),3.75
"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",3.75
"Fall, The (2006)",3.75
Invictus (2009),3.75
Underworld: Awakening (2012),3.75
"Best Offer, The (Migliore offerta, La) (2013)",3.75
The Good Dinosaur (2015),3.75
Cube 2: Hypercube (2002),3.75
Manhattan Murder Mystery (1993),3.75
Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010),3.75
Jalla! Jalla! (2000),3.75
"Visitors, The (Visiteurs, Les) (1993)",3.75
Party Girl (1995),3.75
"Black Cauldron, The (1985)",3.75
"Wolverine, The (2013)",3.75
"Last Boy Scout, The (1991)",3.75
Ip Man (2008),3.75
Samsara (2011),3.75
Equilibrium (2002),3.75
Breaking the Waves (1996),3.75
Mirror Mirror (2012),3.75
Air America (1990),3.75
Iliza Shlesinger: Freezing Hot (2015),3.75
Little Big Man (1970),3.75
T2: Trainspotting (2017),3.75
Pat Garrett and Billy the Kid (1973),3.75
Wicker Park (2004),3.75
Unknown (2011),3.75
Human Nature (2001),3.75
"Ice Harvest, The (2005)",3.75
Meatballs Part II (1984),3.75
Ruby Sparks (2012),3.75
Amy (2015),3.75
"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",3.75
"Time Traveler's Wife, The (2009)",3.75
Christine (1983),3.75
"Weather Man, The (2005)",3.75
Wasabi (2001),3.75
"People Under the Stairs, The (1991)",3.75
"Lust, Caution (Se, jie) (2007)",3.75
Around the World in 80 Days (1956),3.75
New York Stories (1989),3.75
Memoirs of a Geisha (2005),3.75
Live Flesh (Carne trémula) (1997),3.75
Atonement (2007),3.75
Nowhere (1997),3.75
"Misérables, Les (1995)",3.75
Sing Street (2016),3.75
Something's Gotta Give (2003),3.75
Dick (1999),3.75
Luxo Jr. (1986),3.75
Now and Then (1995),3.75
Down by Law (1986),3.75
Resident Evil: Retribution (2012),3.75
21 and Over (2013),3.75
"Woman in Black, The (2012)",3.75
"Decoy Bride, The (2011)",3.75
Grown Ups 2 (2013),3.75
"Magnificent Seven, The (1960)",3.75
Before Sunset (2004),3.75
Mission: Impossible - Fallout (2018),3.75
K-19: The Widowmaker (2002),3.75
Non-Stop (2014),3.75
Zookeeper (2011),3.75
Hard-Boiled (Lat sau san taam) (1992),3.75
Everybody Wants Some (2016),3.75
"Taking of Pelham 1 2 3, The (2009)",3.75
"Big Year, The (2011)",3.75
Safe House (2012),3.75
Man on a Ledge (2012),3.75
"Midnight Clear, A (1992)",3.75
Fresh (1994),3.75
She's the One (1996),3.75
Powaqqatsi (1988),3.75
Knife in the Water (Nóz w wodzie) (1962),3.75
Breach (2007),3.75
Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) (2007),3.75
"Postman Always Rings Twice, The (1981)",3.75
Wall Street: Money Never Sleeps (2010),3.75
"Croods, The (2013)",3.75
Gangster Squad (2013),3.75
Bridge of Spies (2015),3.75
2 Guns (2013),3.75
Divided We Fall (Musíme si pomáhat) (2000),3.75
Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981),3.75
"Proposition, The (2005)",3.75
Looking for Richard (1996),3.75
Sherlock: The Abominable Bride (2016),3.75
"Avengers, The (2012)",3.75
Enemy (2013),3.75
Judgment at Nuremberg (1961),3.75
Short Circuit 2 (1988),3.75
Wallace and Gromit in 'A Matter of Loaf and Death' (2008),3.75
Birdy (1984),3.75
Choke (2008),3.75
Pollock (2000),3.75
"Art of the Steal, The (2013)",3.75
"Girl Next Door, The (2007)",3.75
Kitchen Stories (Salmer fra kjøkkenet) (2003),3.75
"Ideal Husband, An (1999)",3.75
"Help, The (2011)",3.75
Louis C.K.: Live at The Comedy Store (2015),3.75
Operation 'Y' & Other Shurik's Adventures (1965),3.75
Total Recall (2012),3.75
Unstoppable (2010),3.75
"Kid, The (1921)",3.75
Cobb (1994),3.75
"Cabin in the Woods, The (2012)",3.75
Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),3.75
The Lobster (2015),3.75
Office Romance (1977),3.75
Kin-Dza-Dza! (1986),3.75
Life of Pi (2012),3.75
Four Rooms (1995),3.75
"Curious Case of Benjamin Button, The (2008)",3.75
Coming to America (1988),3.75
Rocky (1976),3.75
Enchanted April (1992),3.75
The Greatest Showman (2017),3.75
Project Almanac (2015),3.75
Me Myself I (2000),3.75
"American in Paris, An (1951)",3.75
"Three Caballeros, The (1945)",3.75
Lawless (2012),3.75
Once a Thief (Zong heng si hai) (1991),3.75
Roxanne (1987),3.75
"Wicker Man, The (1973)",3.75
Othello (1995),3.75
Father of the Bride (1991),3.75
Wet Hot American Summer (2001),3.75
"Andromeda Strain, The (1971)",3.75
Tokyo Story (Tôkyô monogatari) (1953),3.75
Futurama: Bender's Big Score (2007),3.75
Eddie Murphy Delirious (1983),3.75
"China Syndrome, The (1979)",3.75
The Hunger Games: Mockingjay - Part 2 (2015),3.75
Bright (2017),3.75
Time After Time (1979),3.75
Zeitgeist: The Movie (2007),3.75
Mona Lisa (1986),3.75
Warcraft (2016),3.75
Inside Out (2015),3.7413793103448274
"Thomas Crown Affair, The (1999)",3.738095238095238
Juno (2007),3.7375
Die Hard (1988),3.7371794871794872
Old School (2003),3.736842105263158
Dr. No (1962),3.735294117647059
21 (2008),3.7333333333333334
Guardians of the Galaxy 2 (2017),3.7333333333333334
Gosford Park (2001),3.7333333333333334
"Incredibles, The (2004)",3.732876712328767
Mighty Aphrodite (1995),3.730769230769231
Mr. Holland's Opus (1995),3.73
Contact (1997),3.7291666666666665
Elf (2003),3.727272727272727
Matchstick Men (2003),3.727272727272727
Kick-Ass (2010),3.727272727272727
Gangs of New York (2002),3.725806451612903
Mean Girls (2004),3.725
Dark City (1998),3.7241379310344827
Bowling for Columbine (2002),3.7241379310344827
Ferris Bueller's Day Off (1986),3.7241379310344827
Fantastic Beasts and Where to Find Them (2016),3.7222222222222223
Seven Years in Tibet (1997),3.7222222222222223
The Intern (2015),3.7222222222222223
Warrior (2011),3.7222222222222223
Breakfast at Tiffany's (1961),3.7222222222222223
Drive (2011),3.7222222222222223
"Bronx Tale, A (1993)",3.7222222222222223
Garden State (2004),3.7222222222222223
Heavy Metal (1981),3.7222222222222223
Sexy Beast (2000),3.7222222222222223
Minority Report (2002),3.7214285714285715
"Pan's Labyrinth (Laberinto del fauno, El) (2006)",3.7209302325581395
Zodiac (2007),3.72
"Wolf of Wall Street, The (2013)",3.71875
Shooter (2007),3.71875
Anchorman: The Legend of Ron Burgundy (2004),3.716666666666667
"Fly, The (1958)",3.7142857142857144
RocknRolla (2008),3.7142857142857144
"Elephant Man, The (1980)",3.7142857142857144
Lost Highway (1997),3.7142857142857144
Howards End (1992),3.7142857142857144
"March of the Penguins (Marche de l'empereur, La) (2005)",3.7142857142857144
"Fox and the Hound, The (1981)",3.7142857142857144
"Sandlot, The (1993)",3.7142857142857144
Sherlock Holmes (2009),3.712121212121212
"O Brother, Where Art Thou? (2000)",3.7115384615384617
Superbad (2007),3.7096774193548385
Black Hawk Down (2001),3.7096774193548385
Dazed and Confused (1993),3.7083333333333335
Ice Age (2002),3.707547169811321
From Russia with Love (1963),3.7058823529411766
"Social Network, The (2010)",3.7058823529411766
"Jungle Book, The (1994)",3.7045454545454546
Inside Man (2006),3.7045454545454546
Pirates of the Caribbean: At World's End (2007),3.703125
17 Again (2009),3.7
Fired Up (2009),3.7
"Misérables, Les (1998)",3.7
Flags of Our Fathers (2006),3.7
Spy (2015),3.7
Confessions of a Dangerous Mind (2002),3.7
Dan in Real Life (2007),3.7
"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das) (1920)",3.7
Insomnia (1997),3.7
"Ice Storm, The (1997)",3.7
National Lampoon's Vacation (1983),3.7
Me and Earl and the Dying Girl (2015),3.7
Boyz N the Hood (1991),3.7
"Adventures of Tintin, The (2011)",3.7
"Expendables 2, The (2012)",3.7
Paprika (Papurika) (2006),3.7
"Lost Boys, The (1987)",3.7
"Princess and the Frog, The (2009)",3.7
Seabiscuit (2003),3.7
Close Encounters of the Third Kind (1977),3.7
"Hate (Haine, La) (1995)",3.7
Old Yeller (1957),3.7
Letters from Iwo Jima (2006),3.7
Cape Fear (1962),3.7
"Killer, The (Die xue shuang xiong) (1989)",3.7
Quick Change (1990),3.7
"Grand Budapest Hotel, The (2014)",3.6944444444444446
Master and Commander: The Far Side of the World (2003),3.6944444444444446
Ghostbusters (a.k.a. Ghost Busters) (1984),3.6923076923076925
Babe (1995),3.6911764705882355
Disclosure (1994),3.689655172413793
Mad Max: Fury Road (2015),3.689655172413793
"Game, The (1997)",3.688888888888889
Jurassic Park (1993),3.688888888888889
Harry Potter and the Prisoner of Azkaban (2004),3.688679245283019
Snow White and the Seven Dwarfs (1937),3.6875
Rush (2013),3.6875
Sicko (2007),3.6875
Shall We Dance? (Shall We Dansu?) (1996),3.6875
Shadowlands (1993),3.6875
Fly Away Home (1996),3.6875
"Omen, The (1976)",3.6875
Short Circuit (1986),3.6875
Role Models (2008),3.6875
"Hudsucker Proxy, The (1994)",3.6875
M (1931),3.6875
"Client, The (1994)",3.685185185185185
Harry Potter and the Order of the Phoenix (2007),3.6818181818181817
Doctor Strange (2016),3.6818181818181817
Hoosiers (a.k.a. Best Shot) (1986),3.6818181818181817
Step Brothers (2008),3.6785714285714284
"Last Emperor, The (1987)",3.6785714285714284
Idiocracy (2006),3.6785714285714284
"Good bye, Lenin! (2003)",3.6785714285714284
Horrible Bosses (2011),3.6785714285714284
Bull Durham (1988),3.676470588235294
Iron Man (2008),3.675438596491228
Source Code (2011),3.675
Up in the Air (2009),3.675
Don Juan DeMarco (1995),3.6739130434782608
Time Bandits (1981),3.6739130434782608
Lord of War (2005),3.6739130434782608
Shakespeare in Love (1998),3.673076923076923
Chasing Amy (1997),3.671875
X2: X-Men United (2003),3.6707317073170733
"Italian Job, The (1969)",3.6666666666666665
New Jersey Drive (1995),3.6666666666666665
First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),3.6666666666666665
Akeelah and the Bee (2006),3.6666666666666665
